id,name,weekly_available_hours,seniority_level,english_level,number_of_assignments,active_assignments,importance,tag_names,availability,.NET,AI-TEST,Account Owner,Android,Angular,Artificial intelligence,BI,Blazor,C#,C++,CSS,Checked,Design,Dev ops,Django,Electron,Elixir,Flutter,HTML,JQuery,Java,JavaScript,Kotlin,Laravel,Machine Learning,Marketing,NextJs,Node JS,NuxtJS,NuxtJS 2,PHP,Project Manager,Python,QA,Rails,React JS,React Native,Roku,Rust,SOFT,Sales,Scala,Shopify,Solutions Architect,Stripe,Unity,Visual Basic 6,Webflow,Workfront Fusion,iOS
cc2a8227-2542-43b7-8c76-1f11cfd6ad69,Albert Dominguez,6,2,1,1,5,69,img,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0
8dd558e8-cbe7-4d32-a70a-130e25e5668a,Julian Cantrell,25,1,3,3,1,26,Rust,76,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0
46006194-8c98-4b00-a8b8-9e12efa3b064,Nicholas Rogers DDS,29,4,2,0,1,79,Account Owner,103,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0
a0a0f4a6-7ffb-4325-8e64-8a905e87738a,April Bean,13,2,2,2,3,92,ab,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
abc2b4b6-b12c-488f-be34-dad0333b772a,Tonya Bentley,36,4,3,4,4,19,Laravel,180,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
7d658641-f1ad-4daf-b0ae-53659364f966,Garrett Arnold,39,4,3,4,4,75,Artificial intelligence,66,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0db51696-e818-48dc-8644-0d5b23ed555d,Nathan Vasquez,10,2,3,1,3,36,ax,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
d6d7cdef-adce-41e2-9ef4-7a0d07801665,Sara Lewis,17,4,2,0,0,31,img,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
9b74858c-fc3b-43b2-8b07-cb6ab3421973,Jordan Blake,19,6,1,4,3,21,PHP,111,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
6beaf638-d4ed-4222-b7cf-949ef8ca328c,Lauren Green,17,2,1,1,3,18,SOFT,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c0b7ff-f68d-4074-bde6-294ec6e10f36,Jennifer Jordan,35,2,3,0,3,27,aea,138,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
b5aacf70-9ae6-4b6e-a01e-38cf116dd38f,Michael Roach,19,4,2,4,3,57,NuxtJS,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e63807bd-a6b3-44aa-859e-5c22f61c6ede,Brandon Collins,3,5,1,4,0,25,Roku,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
93ae8767-a84b-41be-95a4-f869d3162cbd,David Smith,13,2,3,3,2,34,Webflow,134,6,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5f79dad-b054-467d-b61f-de3cc1d9d23a,Justin Campbell DDS,34,5,3,1,1,55,Dev ops,174,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
535abb28-a749-4a4f-b0ba-996b08b85e8b,Chad Rollins,30,4,2,2,3,12,acv,88,3,0,3,2,0,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
61733a8e-6dd1-48fb-824f-cb36728c5542,Evan Ochoa,18,5,1,4,1,87,Sales,161,0,0,4,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0
0177f746-33b2-45be-b9a4-c9da14007742,Dennis Cook,22,1,3,5,1,47,CSS,35,0,0,0,0,0,0,0,0,0,0,2,6,0,3,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33eecd32-ba9f-4fd5-ae08-4e32a5c19d0b,Amber Hernandez,28,2,3,4,3,92,.NET,47,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0
9038d902-b88d-4a4c-9545-efe5a42302e0,Sydney Dennis,21,2,3,4,3,66,teeedddddddddddfsfsfsdfsfsdf,24,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
fe4134f2-81d4-4a79-a68a-16ee3d0e4a4b,Amy Campbell,14,5,3,0,1,12,SOFT,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861b64d-eb20-42fe-9acb-bfc55a8f6e99,Christie Jones,11,5,3,5,4,5,Design,111,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060ead3-e7d0-430e-8ee8-f0a6b949c4e7,George Reed,34,1,1,5,2,91,Dev ops,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fade6bc-c8d9-4baf-b3ab-c9d6a63808e8,Alexander Whitney,25,3,1,0,5,68,Design,172,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
d8d982d9-13ca-4e6d-bab9-19c9c67c9b1d,Kyle Johnson,0,6,2,0,3,40,abcxa,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d81b883-7173-41aa-ba70-11095092aa41,John Mitchell,12,1,2,0,5,15,React JS,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79c0c7ca-46e3-485d-8d47-59536bbd6f47,Betty Collins,33,4,3,0,4,58,Flutter,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2c3b8504-ffdd-4f6d-97df-41812a1abc3d,Alexis Wilkins,1,2,1,0,4,41,Scala,22,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,4,0,2,0,0
8a3a32e4-52fc-4b2e-845e-4a3a4cdece46,Daniel Cisneros,24,2,1,3,0,85,abcxa,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
e6038c23-56fc-4d7f-a06e-c525f3cee1b1,Crystal Davis,13,4,3,0,1,66,test-img,168,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0
631aea09-72f8-4579-bda6-62358bea0098,Tracy Jones,20,5,1,5,1,72,ab,24,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
06443d9e-a471-4433-8f48-acc1f3a6e702,Diana Thomas,25,2,2,2,5,61,Android,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5d37b246-d026-4832-af5f-b73d9a2b8e3a,Victor Riddle,30,2,3,1,4,1,CSS,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e67e2b91-2032-4774-aedb-4a891de061ef,Lauren Riley,13,2,2,1,0,49,AI-TEST,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0
8164ad5e-3120-4a76-a823-9acb9cc646c7,Michael Henry,33,3,2,2,1,93,Webflow,74,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0
b3c07968-e27d-4407-a0ae-a16530663be3,David Davidson,28,3,3,5,0,29,TEST 123123,176,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,0
07e63e2f-0173-4b8c-928c-aad697ac2607,Stacey Mitchell MD,0,3,3,4,3,35,c,108,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
7d2a5a70-a44d-4ccd-bd8d-431b8c27ea95,Sharon Coffey,0,5,3,1,2,98,Flutter,82,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,0,0,0,0,0
8300e10d-5189-4eab-8e36-25fc52a9fd22,Linda Ramos,17,6,1,3,3,80,React Native,44,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0daefa96-5a2e-4016-9ad5-49478a999c43,Anthony Sanchez,4,6,1,2,1,1,Angular,70,0,6,0,0,0,2,0,0,3,0,0,0,0,2,6,0,2,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
deaed3bd-7e88-4a63-b8e1-3291b957d42c,Peter Brown,31,3,1,1,5,100,C#,161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
f1f59847-0b30-4ed0-b5cb-0cc846a3fe97,Brandon Cortez,12,1,1,3,3,52,ab,106,0,0,0,0,5,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dabc8e2c-4936-486d-8eca-d73087e49cf0,Robert Johnson,21,3,1,1,4,58,Marketing,36,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,0,6,3
0483c91d-0829-4208-b4db-c2240bee9f1a,Donald Maynard,21,4,2,3,0,68,PHP,100,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
cbc68470-9ac2-4cc3-b423-a8584c4f1203,Jennifer Mathews,16,3,2,3,2,19,ax,42,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
b1f8c0ca-2a7d-4a4f-9997-14943873b625,Hayley Castillo,33,3,1,3,2,60,Django,57,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95dddad2-fbd9-47ed-82fc-48e2cf154cdc,Kenneth Dean,25,3,1,2,5,89,Project Manager,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ef1553c9-f950-4a0e-9fbb-41162c4d17bf,Lisa Sheppard,20,5,3,1,1,17,f,120,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a781f25b-ae8a-4957-a604-f5611d8833f3,Susan Haney,39,2,3,4,2,73,NextJs,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
d29cb531-1a4a-4d32-b3b2-81a19951d0b8,Jill Jones,13,2,3,4,1,50,Unity,75,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0
e3c9afe7-74d7-4f1f-9a34-43767ae6f149,Danielle Mcpherson,33,2,3,5,1,33,Stripe,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21eb20f9-1da0-4fd1-b059-369e405c08fc,Natalie Lamb,20,6,3,5,3,41,ab,106,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0
15f6f0f2-e404-423c-9768-b8fb36c30606,Ryan Davis,38,3,3,0,0,38,test-again-image,142,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1ed0491c-9fd3-479c-b86b-ec3d0c2f31e8,Jeffrey White,10,2,1,4,4,50,PHP,81,6,4,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
40ffa1b3-595f-44b8-9d9b-ead3024fcc4b,Scott Haas,29,4,1,2,0,84,BI,99,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
bafeec72-2524-435d-85b9-19aa368fea87,Sara Sloan,34,1,2,0,3,58,React JS,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
e1ede8e3-1c6d-47ab-8240-0c7b92ca5726,Mr. Tony Kennedy,34,1,3,2,0,5,Machine Learning,105,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a853307c-8cb1-4f18-9b4e-e0af8d890cfc,Richard Lopez,28,3,2,2,2,85,teeedddddddddddfsfsfsdfsfsdf,178,0,0,4,0,4,0,2,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff66c63d-9bc3-4008-9a11-d0c83896727c,Karina Dougherty,39,2,1,1,1,64,Kotlin,160,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ef110ae9-cf27-41c1-8051-2b627d2845d9,Robert Carney MD,20,2,2,3,2,67,.NET,117,0,0,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712a1672-50e1-46e9-8b8c-09e21c84df22,Jasmine Carpenter,10,6,3,5,3,80,NuxtJS 2,72,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0c7324b0-986c-4681-9b2c-44e6da5f57bc,Kimberly Cox,11,2,1,3,5,53,JQuery,152,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
8cb3f4f2-253f-4816-a384-8f86f49eefe8,Rachel Beck,8,2,3,4,0,39,C++,176,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4fd3ee9-f616-4b54-bde6-00e7fd32c825,Kendra Foster,23,6,3,3,5,84,CSS,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
a30c1309-06cf-4011-ba1f-827f86696914,William Yang,17,1,1,3,4,87,Shopify,21,0,0,0,0,0,2,6,3,2,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4626ac4-c18b-4728-9803-e41205fe6f59,Melissa Crosby,15,3,2,1,1,45,Rust,137,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0
c5b1a7c1-6528-4e1d-a274-f6a6c3dc243c,Deborah Torres,23,4,1,1,5,94,CSS,65,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b844a06-8b8b-41f7-a4ab-4033b6b2a1a3,Molly Reese,15,1,3,0,1,100,.NET,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0
4ecb732b-5c90-4026-8a4b-3749a0498f43,Wanda Porter MD,3,3,1,0,4,11,NuxtJS 2,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3
026941af-9782-462f-9253-e5e200b10a8d,Kelly Maxwell,28,4,1,5,2,75,CSS,129,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
150fe2b7-f3b9-4f16-ac00-4f8465ff432f,Joseph Charles,10,2,1,3,4,82,Design,84,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
